x-axis,2,4
second,Volt,Volt
-460.00000E-03,+0.0E+00,-40.20100E-03
-459.92250E-03,+0.0E+00,-40.20100E-03
-459.84500E-03,+0.0E+00,-40.20100E-03
-459.76750E-03,+0.0E+00,-36.31156E-03
-459.69000E-03,+0.0E+00,-3.88945E-03
-459.61250E-03,-3.88945E-03,-40.20100E-03
-459.53500E-03,-40.20100E-03,-36.31156E-03
-459.45750E-03,-40.20100E-03,-3.88945E-03
-459.38000E-03,-40.20100E-03,-40.20100E-03
-459.30250E-03,-36.31156E-03,-40.20100E-03
-459.22500E-03,+0.0E+00,-36.31156E-03
-459.14750E-03,+0.0E+00,-3.88945E-03
-459.07000E-03,-3.88945E-03,-40.20100E-03
-458.99250E-03,-36.31156E-03,-40.20100E-03
-458.91500E-03,+0.0E+00,-40.20100E-03
-458.83750E-03,-3.88945E-03,-36.31156E-03
-458.76000E-03,-40.20100E-03,-3.88945E-03
-458.68250E-03,-36.31156E-03,-40.20100E-03
-458.60500E-03,+0.0E+00,-40.20100E-03
-458.52750E-03,+0.0E+00,-40.20100E-03
-458.45000E-03,+0.0E+00,-40.20100E-03
-458.37250E-03,-3.88945E-03,-40.20100E-03
-458.29500E-03,-40.20100E-03,-40.20100E-03
-458.21750E-03,-36.31156E-03,-40.20100E-03
-458.14000E-03,+0.0E+00,-40.20100E-03
-458.06250E-03,+0.0E+00,-40.20100E-03
-457.98500E-03,+0.0E+00,-36.31156E-03
-457.90750E-03,-3.88945E-03,-3.88945E-03
-457.83000E-03,-40.20100E-03,-40.20100E-03
-457.75250E-03,-36.31156E-03,-36.31156E-03
-457.67500E-03,+0.0E+00,+0.0E+00
-457.59750E-03,-3.88945E-03,-3.88945E-03
-457.52000E-03,-36.31156E-03,-36.31156E-03
-457.44249E-03,+0.0E+00,+0.0E+00
-457.36499E-03,-3.88945E-03,-3.88945E-03
-457.28749E-03,-36.31156E-03,-40.20100E-03
-457.20999E-03,-3.88945E-03,-40.20100E-03
-457.13249E-03,-36.31156E-03,-40.20100E-03
-457.05499E-03,+0.0E+00,-40.20100E-03
-456.97749E-03,-3.88945E-03,-36.31156E-03
-456.89999E-03,-36.31156E-03,-3.88945E-03
-456.82249E-03,-3.88945E-03,-40.20100E-03
-456.74499E-03,-36.31156E-03,-40.20100E-03
