x-axis,2,4
second,Volt,Volt
-610.00000E-03,,
-609.92250E-03,,
-609.84500E-03,,
-609.76750E-03,,
-609.69000E-03,,
-609.61250E-03,,
-609.53500E-03,,
-609.45750E-03,,
-609.38000E-03,+0.0E+00,-42.79397E-03
-609.30250E-03,+0.0E+00,-2.59296E-03
-609.22500E-03,-37.60804E-03,-37.60804E-03
-609.14750E-03,-2.59296E-03,-40.20100E-03
-609.07000E-03,+0.0E+00,-2.59296E-03
-608.99250E-03,+0.0E+00,+0.0E+00
-608.91500E-03,+0.0E+00,+0.0E+00
-608.83750E-03,-37.60804E-03,-37.60804E-03
-608.76000E-03,-40.20100E-03,-2.59296E-03
-608.68250E-03,-40.20100E-03,-37.60804E-03
-608.60500E-03,-2.59296E-03,-40.20100E-03
-608.52750E-03,+0.0E+00,-40.20100E-03
-608.45000E-03,+0.0E+00,-40.20100E-03
-608.37250E-03,+0.0E+00,-2.59296E-03
-608.29500E-03,+0.0E+00,+0.0E+00
-608.21750E-03,-37.60804E-03,-37.60804E-03
-608.14000E-03,-40.20100E-03,-40.20100E-03
-608.06250E-03,-2.59296E-03,-40.20100E-03
-607.98500E-03,+0.0E+00,-2.59296E-03
-607.90750E-03,+0.0E+00,-37.60804E-03
-607.83000E-03,+0.0E+00,-40.20100E-03
-607.75250E-03,-37.60804E-03,-2.59296E-03
-607.67500E-03,-2.59296E-03,-37.60804E-03
-607.59750E-03,+0.0E+00,-40.20100E-03
-607.52000E-03,-37.60804E-03,-40.20100E-03
-607.44249E-03,+35.01508E-03,-2.59296E-03
-607.36499E-03,+2.59296E-03,-37.60804E-03
-607.28749E-03,+0.0E+00,-40.20100E-03
-607.20999E-03,-37.60804E-03,-40.20100E-03
-607.13249E-03,-2.59296E-03,-40.20100E-03
-607.05499E-03,+0.0E+00,-40.20100E-03
-606.97749E-03,+0.0E+00,-2.59296E-03
-606.89999E-03,+0.0E+00,+0.0E+00
-606.82249E-03,-37.60804E-03,-37.60804E-03
-606.74499E-03,-40.20100E-03,-40.20100E-03
-606.66749E-03,-40.20100E-03,-40.20100E-03
-606.58999E-03,-2.59296E-03,-40.20100E-03
-606.51249E-03,+0.0E+00,-40.20100E-03
-606.43499E-03,-37.60804E-03,-40.20100E-03
-606.35749E-03,-2.59296E-03,-40.20100E-03
